num_symbols,initial_investment,symbols,start_date_insample,end_date_insample,profit_insample,spy_profits_insample,annualized_sharpe_ratio_insample,alpha_insample,beta_insample,r-squared_insample,treynors_ratio_insample,information_ratio_insample,start_date_outsample,end_date_outsample,profit_outsample,spy_profits_outsample,annualized_sharpe_ratio_outsample,alpha_outsample,beta_outsample,r-squared_outsample,treynors_ratio_outsample,information_ratio_outsample
5,1000000,"{'Industrials': ['FLS', 'PNR', 'VRSK', 'LMT', 'MAS'], 'Health Care': ['BIIB', 'BDX', 'MRK', 'UHS', 'DVA'], 'Information Technology': ['NTAP', 'QRVO', 'NVDA', 'ACN', 'V'], 'Communication Services': ['GOOGL', 'T', 'GOOG', 'IPG', 'CMCSA'], 'Consumer Discretionary': ['NWL', 'YUM', 'PVH', 'GM', 'TGT'], 'Utilities': ['AEE', 'ETR', 'XEL', 'DUK', 'NEE'], 'Financials': ['CMA', 'AON', 'BAC', 'MTB', 'GL'], 'Materials': ['SHW', 'AVY', 'LYB', 'CF', 'IFF'], 'Consumer Staples': ['CLX', 'HSY', 'STZ', 'PM', 'KHC'], 'Real Estate': ['AMT', 'AIV', 'EQR', 'O', 'PSA'], 'Energy': ['EOG', 'MRO', 'HES', 'CVX', 'OKE']}",2017-01-01,2019-01-01,1104797.0495309243,152629.36098455172,2.3602116635585726,0.0012492970945851892,0.5860430008869069,0.2912515972896803,0.0022503027833184093,0.16730153448963025,2019-01-01,2020-01-01,513828.3098536253,310874.82947136625,2.097235503776456,0.0011198507306747626,0.41908099086400497,0.08473957757532112,0.003583918049359864,0.10296240884042296
5,1000000,"{'Industrials': ['EMR', 'CAT', 'CSX', 'HWM', 'J'], 'Health Care': ['MDT', 'ABBV', 'BDX', 'JNJ', 'MRK'], 'Information Technology': ['INTC', 'MCHP', 'MSFT', 'CTXS', 'INTU'], 'Communication Services': ['CMCSA', 'T', 'CTL', 'DIS', 'GOOG'], 'Consumer Discretionary': ['PHM', 'NWL', 'EXPE', 'CMG', 'LEN'], 'Utilities': ['NEE', 'DUK', 'DTE', 'AEP', 'AES'], 'Financials': ['DFS', 'ICE', 'ALL', 'UNM', 'AMP'], 'Materials': ['NEM', 'SHW', 'CF', 'AVY', 'BLL'], 'Consumer Staples': ['CL', 'SJM', 'KO', 'CHD', 'KMB'], 'Real Estate': ['AVB', 'KIM', 'PSA', 'SPG', 'ESS'], 'Energy': ['NOV', 'MPC', 'PXD', 'CVX', 'OXY']}",2017-01-01,2019-01-01,2297867.276141811,152629.36098455172,2.4202818972871443,0.0016459085152958615,0.5858750061572386,0.1809158968290273,0.002927869737503005,0.1616405813263956,2019-01-01,2020-01-01,993125.1025474272,310874.82947136625,1.5007408454664852,0.0015874471281541204,0.05214660838402919,0.0005669439759298234,0.03135376124316596,0.09181468173389117
5,1000000,"{'Industrials': ['UAL', 'CSX', 'NSC', 'JCI', 'FLS'], 'Health Care': ['GILD', 'PFE', 'AMGN', 'ABC', 'MYL'], 'Information Technology': ['MCHP', 'ADP', 'JNPR', 'PYPL', 'HPE'], 'Communication Services': ['IPG', 'CMCSA', 'NFLX', 'VZ', 'DIS'], 'Consumer Discretionary': ['HRB', 'AMZN', 'DG', 'DLTR', 'GRMN'], 'Utilities': ['AEE', 'DUK', 'EIX', 'AEP', 'XEL'], 'Financials': ['BLK', 'CINF', 'AIZ', 'CB', 'BK'], 'Materials': ['APD', 'NEM', 'MOS', 'LYB', 'IP'], 'Consumer Staples': ['COST', 'KMB', 'ADM', 'GIS', 'KO'], 'Real Estate': ['SPG', 'PEAK', 'EQIX', 'WELL', 'EQR'], 'Energy': ['FTI', 'SLB', 'EOG', 'COP', 'HES']}",2017-01-01,2019-01-01,1332632.3259628494,152629.36098455172,2.488497846313813,0.0013137030645255336,0.7157271711186045,0.4293970148144228,0.0019540331257559803,0.1949340768347239,2019-01-01,2020-01-01,347033.49969678675,310874.82947136625,1.019318601759138,0.0003455216324979178,0.4951430276449278,0.09924346147729324,0.0016095816590016134,0.029331719836483125
5,1000000,"{'Industrials': ['NLSN', 'RHI', 'ROP', 'CSX', 'BA'], 'Health Care': ['UNH', 'PRGO', 'ALXN', 'PFE', 'HSIC'], 'Information Technology': ['AVGO', 'CTSH', 'INTC', 'APH', 'VRSN'], 'Communication Services': ['NWS', 'NFLX', 'GOOG', 'NWSA', 'DISCK'], 'Consumer Discretionary': ['DG', 'MCD', 'AZO', 'RCL', 'ORLY'], 'Utilities': ['ETR', 'DTE', 'XEL', 'SO', 'NRG'], 'Financials': ['UNM', 'AIG', 'ALL', 'RF', 'GS'], 'Materials': ['BLL', 'SEE', 'ECL', 'LIN', 'IP'], 'Consumer Staples': ['CPB', 'EL', 'PEP', 'CHD', 'GIS'], 'Real Estate': ['CBRE', 'AIV', 'EQR', 'KIM', 'VTR'], 'Energy': ['OKE', 'XOM', 'PXD', 'COG', 'APA']}",2017-01-01,2019-01-01,1903148.1708704075,152629.36098455172,3.1701096339203927,0.0018510285323536152,0.8925628595394494,0.5535564319272093,0.002192388393970084,0.2827141421925265,2019-01-01,2020-01-01,111571.12019225793,310874.82947136625,0.3258268779599359,-0.0003661144057976348,0.6836905747010744,0.1855666051035352,0.0003762625655429837,-0.03236868547947483
5,1000000,"{'Industrials': ['NOC', 'EFX', 'PCAR', 'RHI', 'UAL'], 'Health Care': ['BAX', 'SYK', 'LH', 'HSIC', 'GILD'], 'Information Technology': ['APH', 'ADBE', 'QRVO', 'AKAM', 'MSFT'], 'Communication Services': ['T', 'NWS', 'CTL', 'ATVI', 'GOOGL'], 'Consumer Discretionary': ['ORLY', 'VFC', 'F', 'NWL', 'MCD'], 'Utilities': ['NRG', 'AEP', 'CMS', 'DUK', 'EIX'], 'Financials': ['UNM', 'HIG', 'PGR', 'ALL', 'LNC'], 'Materials': ['MLM', 'SHW', 'APD', 'VMC', 'CF'], 'Consumer Staples': ['KR', 'GIS', 'MDLZ', 'CLX', 'CPB'], 'Real Estate': ['KIM', 'HST', 'BXP', 'AMT', 'AIV'], 'Energy': ['NOV', 'KMI', 'PSX', 'COG', 'APA']}",2017-01-01,2019-01-01,2327484.072494624,152629.36098455172,3.2469116350107288,0.00221461598960885,0.6900376272807943,0.2520179242447467,0.003327966281197517,0.2280716708971589,2019-01-01,2020-01-01,252144.52043719077,310874.82947136625,0.8341793031580202,0.00040945315377063885,0.5419357598240603,0.061944166601085926,0.001667297963795674,0.02458600623729648
5,1000000,"{'Industrials': ['ROP', 'UAL', 'JCI', 'DE', 'UNP'], 'Health Care': ['PRGO', 'JNJ', 'UNH', 'ABT', 'ABC'], 'Information Technology': ['HPQ', 'MA', 'MSFT', 'AAPL', 'TEL'], 'Communication Services': ['VZ', 'CTL', 'NWS', 'GOOGL', 'GOOG'], 'Consumer Discretionary': ['WYNN', 'YUM', 'MHK', 'GM', 'VFC'], 'Utilities': ['DUK', 'CMS', 'ETR', 'SO', 'EXC'], 'Financials': ['MMC', 'SYF', 'AON', 'MTB', 'PRU'], 'Materials': ['NEM', 'LIN', 'PPG', 'SHW', 'BLL'], 'Consumer Staples': ['PM', 'KO', 'CL', 'CLX', 'MNST'], 'Real Estate': ['PLD', 'AIV', 'CCI', 'PEAK', 'PSA'], 'Energy': ['OKE', 'NBL', 'MPC', 'PXD', 'HES']}",2017-01-01,2019-01-01,1763199.0283712281,152629.36098455172,3.0779143340360773,0.001789569389019829,0.7565742876480089,0.4065268116521725,0.0024839113633084234,0.23967160082989605,2019-01-01,2020-01-01,183625.7949000052,310874.82947136625,0.5726932145175183,-0.0001224311487092519,0.8158514708429098,0.13989129575274672,0.0007616943034503223,-0.007663818511001309
5,1000000,"{'Industrials': ['FAST', 'NSC', 'CHRW', 'UPS', 'SNA'], 'Health Care': ['HCA', 'CAH', 'LLY', 'XRAY', 'GILD'], 'Information Technology': ['VRSN', 'SWKS', 'MU', 'ADI', 'STX'], 'Communication Services': ['DIS', 'DISCA', 'T', 'FB', 'DISCK'], 'Consumer Discretionary': ['DLTR', 'TIF', 'LB', 'YUM', 'ORLY'], 'Utilities': ['SO', 'DTE', 'EXC', 'AEE', 'CMS'], 'Financials': ['HIG', 'PGR', 'TRV', 'RF', 'AIG'], 'Materials': ['IP', 'VMC', 'PPG', 'BLL', 'AVY'], 'Consumer Staples': ['SYY', 'CLX', 'MDLZ', 'PM', 'MNST'], 'Real Estate': ['CBRE', 'EQIX', 'AIV', 'AVB', 'CCI'], 'Energy': ['HAL', 'COG', 'FTI', 'NOV', 'APA']}",2017-01-01,2019-01-01,1853782.293512191,152629.36098455172,1.931440965831339,0.0007986363140994576,0.5087495550031094,0.3464842249371985,0.001688355389004581,0.13993755237316302,2019-01-01,2020-01-01,644038.7669485756,310874.82947136625,-0.4797201099644409,-0.000824647833138111,0.5864592192652607,0.23299657985330724,-0.0004943871431269491,-0.09814146578805932
5,1000000,"{'Industrials': ['VRSK', 'HON', 'CHRW', 'ROP', 'CTAS'], 'Health Care': ['CVS', 'ZBH', 'VAR', 'ISRG', 'DVA'], 'Information Technology': ['V', 'FFIV', 'AKAM', 'HPE', 'FLIR'], 'Communication Services': ['CTL', 'ATVI', 'IPG', 'NWS', 'T'], 'Consumer Discretionary': ['RCL', 'KMX', 'CMG', 'WYNN', 'LOW'], 'Utilities': ['ETR', 'AEE', 'AES', 'EXC', 'AEP'], 'Financials': ['AFL', 'GS', 'CMA', 'PFG', 'KEY'], 'Materials': ['APD', 'SHW', 'IP', 'MOS', 'NUE'], 'Consumer Staples': ['PM', 'CPB', 'MDLZ', 'KMB', 'STZ'], 'Real Estate': ['BXP', 'PSA', 'AVB', 'WELL', 'SLG'], 'Energy': ['COG', 'DVN', 'PSX', 'FTI', 'HAL']}",2017-01-01,2019-01-01,3621034.885879717,152629.36098455172,2.4075970893529086,0.0032046076992443,1.2847181439737336,0.2247765653671645,0.002612958169691832,0.16443893284694705,2019-01-01,2020-01-01,-285386.3114988351,310874.82947136625,0.03476121352052961,-0.0014940905145396828,1.7532628426355004,0.08422834062580342,5.958265117069827e-05,-0.03272737069239968
5,1000000,"{'Industrials': ['RSG', 'AME', 'CHRW', 'BA', 'SNA'], 'Health Care': ['PKI', 'ZBH', 'CVS', 'BSX', 'PFE'], 'Information Technology': ['ADSK', 'MU', 'AMAT', 'STX', 'INTU'], 'Communication Services': ['VZ', 'FB', 'GOOG', 'NWS', 'DISCK'], 'Consumer Discretionary': ['HD', 'PHM', 'TJX', 'LEN', 'VFC'], 'Utilities': ['SO', 'NRG', 'CNP', 'NEE', 'DUK'], 'Financials': ['ICE', 'NDAQ', 'ZION', 'ALL', 'PFG'], 'Materials': ['EMN', 'NEM', 'BLL', 'LYB', 'MOS'], 'Consumer Staples': ['COST', 'SYY', 'MNST', 'PM', 'BF.B'], 'Real Estate': ['PLD', 'CBRE', 'SPG', 'PSA', 'SLG'], 'Energy': ['COG', 'COP', 'NBL', 'MRO', 'APA']}",2017-01-01,2019-01-01,1472033.9739509819,152629.36098455172,2.96796936366132,0.0015770118145465649,0.606095500677505,0.3151217963769156,0.002720472592691419,0.21607374677183028,2019-01-01,2020-01-01,176287.8364177209,310874.82947136625,0.7483979873033898,0.00012386362966844463,0.42049662867410975,0.09524554691816478,0.0012063248866657464,0.012102747493553813
5,1000000,"{'Industrials': ['JBHT', 'PH', 'UNP', 'FLS', 'CHRW'], 'Health Care': ['PFE', 'REGN', 'DGX', 'UNH', 'ABC'], 'Information Technology': ['FFIV', 'WU', 'CTSH', 'MCHP', 'APH'], 'Communication Services': ['CTL', 'NWSA', 'T', 'CMCSA', 'ATVI'], 'Consumer Discretionary': ['ORLY', 'UAA', 'BWA', 'BKNG', 'GRMN'], 'Utilities': ['ETR', 'AEE', 'PEG', 'CMS', 'WEC'], 'Financials': ['LNC', 'GL', 'PBCT', 'TFC', 'BAC'], 'Materials': ['CF', 'MLM', 'AVY', 'EMN', 'APD'], 'Consumer Staples': ['STZ', 'PG', 'CHD', 'CL', 'KMB'], 'Real Estate': ['IRM', 'SPG', 'CCI', 'ESS', 'AMT'], 'Energy': ['APA', 'NBL', 'PSX', 'KMI', 'OKE']}",2017-01-01,2019-01-01,992301.0258896828,152629.36098455172,2.574609508822588,0.0012322611443167713,0.5477375207007833,0.31289899105475283,0.0023682821985193878,0.18586500069948395,2019-01-01,2020-01-01,71760.21437060437,310874.82947136625,0.4329797728412008,4.299422964034029e-05,0.3036219587067433,0.041810569453338164,0.0010533642711633184,0.0037457609733504383
5,1000000,"{'Industrials': ['CTAS', 'GD', 'MAS', 'SNA', 'J'], 'Health Care': ['PFE', 'BSX', 'MRK', 'GILD', 'MYL'], 'Information Technology': ['WDC', 'ADSK', 'XLNX', 'ADI', 'HPQ'], 'Communication Services': ['VZ', 'EA', 'GOOG', 'DISCK', 'ATVI'], 'Consumer Discretionary': ['EXPE', 'RCL', 'BWA', 'APTV', 'TGT'], 'Utilities': ['ETR', 'EXC', 'AEE', 'SO', 'DTE'], 'Financials': ['HIG', 'CB', 'PFG', 'SYF', 'AIZ'], 'Materials': ['ECL', 'SEE', 'IFF', 'SHW', 'IP'], 'Consumer Staples': ['KR', 'HSY', 'ADM', 'MDLZ', 'STZ'], 'Real Estate': ['SPG', 'CBRE', 'KIM', 'EQIX', 'CCI'], 'Energy': ['MRO', 'PXD', 'APA', 'DVN', 'XOM']}",2017-01-01,2019-01-01,3546535.577336113,152629.36098455172,2.3779079784891426,0.0012767972233426687,0.6690610093748761,0.3643979727424104,0.0020268949050169928,0.17689970714783199,2019-01-01,2020-01-01,1534535.6675855708,310874.82947136625,0.7322653421424656,8.87204434554465e-06,0.6138066825315991,0.15467580320644514,0.000926213925460865,0.0007829559779180169
5,1000000,"{'Industrials': ['CAT', 'GD', 'RHI', 'DE', 'AAL'], 'Health Care': ['CAH', 'LLY', 'AMGN', 'MRK', 'HSIC'], 'Information Technology': ['PYPL', 'INTU', 'HPQ', 'FISV', 'ADI'], 'Communication Services': ['NWS', 'GOOG', 'IPG', 'VZ', 'ATVI'], 'Consumer Discretionary': ['NKE', 'BKNG', 'KMX', 'GM', 'BWA'], 'Utilities': ['XEL', 'NRG', 'EXC', 'AEP', 'DTE'], 'Financials': ['PGR', 'PBCT', 'MMC', 'GL', 'KEY'], 'Materials': ['BLL', 'MOS', 'NEM', 'ECL', 'AVY'], 'Consumer Staples': ['KO', 'SJM', 'ADM', 'HSY', 'CHD'], 'Real Estate': ['SPG', 'VTR', 'WELL', 'O', 'IRM'], 'Energy': ['KMI', 'PSX', 'NBL', 'COG', 'MPC']}",2017-01-01,2019-01-01,5570152.037551755,152629.36098455172,2.6799853582868374,0.003676132565884065,0.8714121963698417,0.1010893242224178,0.00433714495942523,0.17319584707174088,2019-01-01,2020-01-01,1280818.3446958,310874.82947136625,1.5259626639420751,0.002620107032926938,1.2828863458348134,0.06603005270140473,0.0029541129903969004,0.06876713547902827
5,1000000,"{'Industrials': ['NOC', 'CTAS', 'HON', 'HWM', 'URI'], 'Health Care': ['DVA', 'CERN', 'UHS', 'VRTX', 'MYL'], 'Information Technology': ['APH', 'MCHP', 'ORCL', 'JNPR', 'MU'], 'Communication Services': ['DIS', 'CMCSA', 'GOOG', 'IPG', 'DISCK'], 'Consumer Discretionary': ['AAP', 'KMX', 'VFC', 'HD', 'DG'], 'Utilities': ['WEC', 'AES', 'XEL', 'EXC', 'CNP'], 'Financials': ['SYF', 'AIG', 'MTB', 'ICE', 'AMP'], 'Materials': ['ECL', 'VMC', 'MLM', 'CF', 'EMN'], 'Consumer Staples': ['KR', 'BF.B', 'ADM', 'SYY', 'CPB'], 'Real Estate': ['IRM', 'AVB', 'CBRE', 'AMT', 'CCI'], 'Energy': ['NOV', 'HES', 'XOM', 'APA', 'MPC']}",2017-01-01,2019-01-01,1275806.7901769006,152629.36098455172,2.485189394503339,0.0014286759928962536,0.6209428582529202,0.27935901941141705,0.002419370082018392,0.17537979101285758,2019-01-01,2020-01-01,315578.8921279469,310874.82947136625,1.5047984609098282,0.0005122135826542446,0.5035835251363521,0.1506074993287757,0.0019288970821702718,0.054236839936178366
5,1000000,"{'Industrials': ['LMT', 'TXT', 'GWW', 'SNA', 'HWM'], 'Health Care': ['XRAY', 'BDX', 'ABBV', 'PRGO', 'LH'], 'Information Technology': ['ORCL', 'INTU', 'ADBE', 'FIS', 'V'], 'Communication Services': ['EA', 'CMCSA', 'CTL', 'DISCK', 'VZ'], 'Consumer Discretionary': ['ORLY', 'HD', 'BBY', 'TIF', 'TSCO'], 'Utilities': ['CMS', 'PEG', 'SO', 'EXC', 'ETR'], 'Financials': ['UNM', 'DFS', 'GS', 'ETFC', 'PFG'], 'Materials': ['NUE', 'MLM', 'AVY', 'IP', 'SHW'], 'Consumer Staples': ['ADM', 'KR', 'MDLZ', 'KO', 'WMT'], 'Real Estate': ['CBRE', 'AMT', 'CCI', 'PEAK', 'SPG'], 'Energy': ['PXD', 'SLB', 'MPC', 'MRO', 'KMI']}",2017-01-01,2019-01-01,1818560.4229639685,152629.36098455172,2.5764451263348964,0.0015501211214424707,0.7040075148973148,0.3264090281086436,0.002320405996247144,0.1876492607006282,2019-01-01,2020-01-01,260208.9624646767,310874.82947136625,0.27233832265000096,-0.0002591784516674582,0.6077719104915177,0.07792380116966212,0.00048531946492293214,-0.015698408954172394
5,1000000,"{'Industrials': ['SWK', 'MAS', 'EXPD', 'HON', 'DE'], 'Health Care': ['UHS', 'MRK', 'ZTS', 'MDT', 'EW'], 'Information Technology': ['ADI', 'ORCL', 'PYPL', 'XLNX', 'NTAP'], 'Communication Services': ['DISCK', 'DIS', 'ATVI', 'FB', 'GOOGL'], 'Consumer Discretionary': ['APTV', 'MHK', 'PHM', 'NKE', 'BBY'], 'Utilities': ['DTE', 'NEE', 'ETR', 'AES', 'EIX'], 'Financials': ['CME', 'DFS', 'CB', 'IVZ', 'WFC'], 'Materials': ['CF', 'VMC', 'NEM', 'MOS', 'MLM'], 'Consumer Staples': ['EL', 'SYY', 'PEP', 'BF.B', 'PG'], 'Real Estate': ['HST', 'IRM', 'EQR', 'VTR', 'PSA'], 'Energy': ['HES', 'EOG', 'DVN', 'OXY', 'COP']}",2017-01-01,2019-01-01,2346667.063623913,152629.36098455172,3.2118936050950815,0.0022757129810667244,0.628313926326257,0.1952152894775148,0.0037404891490482655,0.21839033960667734,2019-01-01,2020-01-01,414977.5274186853,310874.82947136625,1.0688802338815944,0.0017081640584220062,-0.1181379061295832,0.0015404942463377314,-0.013547308550306388,0.07192019160617713
5,1000000,"{'Industrials': ['DE', 'ITW', 'CSX', 'PWR', 'FLS'], 'Health Care': ['HCA', 'CERN', 'ALXN', 'VAR', 'BDX'], 'Information Technology': ['ADI', 'PYPL', 'MCHP', 'FISV', 'CTSH'], 'Communication Services': ['GOOGL', 'DISCA', 'GOOG', 'VZ', 'ATVI'], 'Consumer Discretionary': ['HRB', 'MHK', 'UAA', 'GPC', 'MCD'], 'Utilities': ['NRG', 'EIX', 'AEE', 'EXC', 'CNP'], 'Financials': ['HIG', 'TFC', 'TRV', 'GS', 'AON'], 'Materials': ['IFF', 'LYB', 'AVY', 'APD', 'LIN'], 'Consumer Staples': ['KMB', 'STZ', 'SYY', 'PEP', 'MO'], 'Real Estate': ['PEAK', 'PSA', 'SLG', 'KIM', 'O'], 'Energy': ['EOG', 'DVN', 'CVX', 'OXY', 'APA']}",2017-01-01,2019-01-01,2480117.376786505,152629.36098455172,3.1614490309796377,0.0016397920043580126,0.5099191623175404,0.2380129857956685,0.003334341066379199,0.2200338711184415,2019-01-01,2020-01-01,384273.9090293632,310874.82947136625,-0.04752346887001284,-0.00029339798905380374,0.2726092615683803,0.02065381111362119,-0.00016449854070945595,-0.0197922068507358
5,1000000,"{'Industrials': ['EXPD', 'GD', 'PWR', 'XYL', 'CHRW'], 'Health Care': ['XRAY', 'DVA', 'ANTM', 'ABC', 'CERN'], 'Information Technology': ['CTXS', 'XLNX', 'ACN', 'QRVO', 'SWKS'], 'Communication Services': ['FB', 'T', 'VZ', 'DISCA', 'GOOGL'], 'Consumer Discretionary': ['NKE', 'LEN', 'ROST', 'LB', 'PVH'], 'Utilities': ['DTE', 'AEP', 'AEE', 'EXC', 'XEL'], 'Financials': ['PRU', 'ICE', 'IVZ', 'MTB', 'CMA'], 'Materials': ['ECL', 'MOS', 'SHW', 'VMC', 'NUE'], 'Consumer Staples': ['ADM', 'CLX', 'TAP', 'KHC', 'GIS'], 'Real Estate': ['BXP', 'VTR', 'AVB', 'KIM', 'AMT'], 'Energy': ['PSX', 'MPC', 'XOM', 'PXD', 'MRO']}",2017-01-01,2019-01-01,2075849.9820383685,152629.36098455172,2.43390990911132,0.001542710523071699,0.6272272332261251,0.2359659963731444,0.002578124879369038,0.16734142783127653,2019-01-01,2020-01-01,256153.4720433955,310874.82947136625,-0.12294278276737985,-0.0003763205946480796,0.2751248205975244,0.017983497548637484,-0.00045605789204727687,-0.023439676525212186
5,1000000,"{'Industrials': ['CSX', 'PWR', 'HWM', 'GWW', 'LMT'], 'Health Care': ['MYL', 'SYK', 'LLY', 'A', 'ISRG'], 'Information Technology': ['STX', 'MCHP', 'INTC', 'MU', 'ADP'], 'Communication Services': ['DISCK', 'FB', 'NWS', 'ATVI', 'GOOGL'], 'Consumer Discretionary': ['CCL', 'GPC', 'TGT', 'HD', 'WYNN'], 'Utilities': ['EIX', 'NRG', 'DTE', 'CNP', 'WEC'], 'Financials': ['LNC', 'AFL', 'PBCT', 'CB', 'IVZ'], 'Materials': ['LIN', 'IFF', 'LYB', 'SEE', 'FMC'], 'Consumer Staples': ['GIS', 'HSY', 'PM', 'STZ', 'KO'], 'Real Estate': ['KIM', 'AMT', 'IRM', 'SPG', 'AIV'], 'Energy': ['OKE', 'PSX', 'COG', 'NBL', 'HES']}",2017-01-01,2019-01-01,1780039.0945040146,152629.36098455172,3.3236964871223003,0.001841367217777829,0.5753114002988946,0.26547577694830105,0.003319197317822706,0.2355713021654641,2019-01-01,2020-01-01,349125.3951062951,310874.82947136625,1.1991722513293392,0.0010074458446269444,0.16730840414097628,0.00740282542573223,0.006933249564889174,0.0658509284847238
5,1000000,"{'Industrials': ['DE', 'FAST', 'XYL', 'GWW', 'NSC'], 'Health Care': ['A', 'DGX', 'ILMN', 'LLY', 'ISRG'], 'Information Technology': ['ACN', 'XLNX', 'FLIR', 'ADP', 'CTSH'], 'Communication Services': ['IPG', 'FB', 'NWSA', 'DISCA', 'ATVI'], 'Consumer Discretionary': ['VFC', 'GM', 'DG', 'MHK', 'APTV'], 'Utilities': ['ETR', 'DTE', 'DUK', 'CNP', 'AEP'], 'Financials': ['LNC', 'KEY', 'TFC', 'IVZ', 'AMP'], 'Materials': ['IP', 'PPG', 'NUE', 'IFF', 'AVY'], 'Consumer Staples': ['GIS', 'MO', 'SYY', 'PEP', 'HSY'], 'Real Estate': ['VTR', 'PEAK', 'EQIX', 'BXP', 'AIV'], 'Energy': ['FTI', 'SLB', 'PSX', 'WMB', 'PXD']}",2017-01-01,2019-01-01,2043053.001098243,152629.36098455172,2.5280801326669606,0.0017321941189912663,0.2652850597261889,0.038285428974023435,0.006648110662012896,0.15949717486512247,2019-01-01,2020-01-01,567075.556908533,310874.82947136625,0.7643227839172592,0.0017767143369225601,-0.5019411058483109,0.020933171326442457,-0.0026279270691522967,0.06554233392881692
5,1000000,"{'Industrials': ['NSC', 'ITW', 'AME', 'CTAS', 'MMM'], 'Health Care': ['JNJ', 'AMGN', 'ANTM', 'HSIC', 'VAR'], 'Information Technology': ['ADSK', 'WDC', 'CTSH', 'WU', 'ADP'], 'Communication Services': ['T', 'DISCA', 'DIS', 'EA', 'GOOGL'], 'Consumer Discretionary': ['DHI', 'HAS', 'LOW', 'ORLY', 'VFC'], 'Utilities': ['CMS', 'DUK', 'AEP', 'AEE', 'DTE'], 'Financials': ['PGR', 'ETFC', 'HIG', 'IVZ', 'AIG'], 'Materials': ['APD', 'CF', 'MLM', 'EMN', 'NUE'], 'Consumer Staples': ['PG', 'COST', 'KHC', 'MDLZ', 'KO'], 'Real Estate': ['PEAK', 'AIV', 'IRM', 'HST', 'CBRE'], 'Energy': ['CVX', 'NOV', 'NBL', 'PXD', 'MPC']}",2017-01-01,2019-01-01,2144639.467896396,152629.36098455172,2.3226496102059717,0.002073564958060886,1.004203657358414,0.2995946642058741,0.002183437796624983,0.1653345915904056,2019-01-01,2020-01-01,-414385.5769563863,310874.82947136625,-0.4216706834455156,-0.002005902586532385,0.8285310557342808,0.01931603750287569,-0.001509275090771643,-0.043027017493413984
5,1000000,"{'Industrials': ['CAT', 'DAL', 'RSG', 'RHI', 'NLSN'], 'Health Care': ['XRAY', 'GILD', 'ILMN', 'A', 'ANTM'], 'Information Technology': ['HPQ', 'AVGO', 'INTU', 'FISV', 'NLOK'], 'Communication Services': ['DIS', 'CTL', 'VZ', 'ATVI', 'DISCA'], 'Consumer Discretionary': ['VFC', 'DG', 'PHM', 'TIF', 'HRB'], 'Utilities': ['EXC', 'AEE', 'CMS', 'DUK', 'SO'], 'Financials': ['AMP', 'PBCT', 'GL', 'ICE', 'ZION'], 'Materials': ['CF', 'AVY', 'FMC', 'PPG', 'MOS'], 'Consumer Staples': ['HSY', 'KO', 'CPB', 'STZ', 'CLX'], 'Real Estate': ['AIV', 'SLG', 'KIM', 'HST', 'AMT'], 'Energy': ['HAL', 'MRO', 'NBL', 'CVX', 'HES']}",2017-01-01,2019-01-01,1629308.4894725778,152629.36098455172,2.428473651134336,0.0014825517916168453,0.8794992198524498,0.4796575240236711,0.0018042301176912567,0.19813945909627964,2019-01-01,2020-01-01,-57946.64790234588,310874.82947136625,-0.7645951516565342,-0.00155388672531698,0.9124525755281276,0.2310885831026108,-0.0007912182782461308,-0.11822405694155096
5,1000000,"{'Industrials': ['DE', 'LMT', 'CSX', 'HON', 'CAT'], 'Health Care': ['AMGN', 'JNJ', 'UNH', 'BDX', 'PFE'], 'Information Technology': ['ACN', 'WU', 'MCHP', 'AVGO', 'SWKS'], 'Communication Services': ['CMCSA', 'DIS', 'VZ', 'CTL', 'ATVI'], 'Consumer Discretionary': ['YUM', 'PHM', 'ORLY', 'NKE', 'UAA'], 'Utilities': ['DTE', 'EIX', 'CMS', 'NEE', 'AES'], 'Financials': ['C', 'ALL', 'PRU', 'GL', 'BRK.B'], 'Materials': ['MLM', 'BLL', 'FMC', 'PPG', 'SEE'], 'Consumer Staples': ['CPB', 'KO', 'HRL', 'MO', 'EL'], 'Real Estate': ['ESS', 'AVB', 'O', 'AMT', 'BXP'], 'Energy': ['APA', 'PSX', 'PXD', 'MRO', 'MPC']}",2017-01-01,2019-01-01,4937404.625432016,152629.36098455172,2.7682107021529085,0.0035232383721680717,0.4226218656368525,0.028379289009215488,0.008455174030261881,0.1744287243176801,2019-01-01,2020-01-01,73013.72337858751,310874.82947136625,1.235142163242848,0.05019968792303541,-0.3139790259859771,1.4938556816335156e-05,-0.1589705373318955,0.07825347960570468
